metric,baseline_without_age,chosen_reweighing,change
accuracy,0.7466666666666667,0.7466666666666667,0.0
DP_difference,0.11117652005718615,0.07652846690774529,-0.03464805314944086
EO_difference,0.14423076923076927,0.11180124223602483,-0.03242952699474444
young_TPR,0.7307692307692307,0.7692307692307693,0.03846153846153855
young_FPR,0.5714285714285714,0.6190476190476191,0.04761904761904767
young_PPV,0.6129032258064516,0.6060606060606061,-0.006842619745845546
